Census year,Add,Shop,Seating type,Number of seats
2002,166 Lygon Street CARLTON 3053,Santino's Terrace Pty Ltd,Seats - Outdoor,16
2002,"Level 1, 160 Lygon Street CARLTON 3053",Sabatini's Grill,Seats - Indoor,120
2002,148 Lygon Street CARLTON 3053,Pasta Rustica Ristorante,Seats - Indoor,130
2002,132 Lygon Street CARLTON 3053,La Spaghetteria Ristorante,Seats - Indoor,120
2002,126 Lygon Street CARLTON 3053,Balti Indian Cafe,Seats - Indoor,76
2002,120 Lygon Street CARLTON 3053,Lygon Charcoal Grill & Steakhouse,Seats - Indoor,28
2002,116 Lygon Street CARLTON 3053,Casa Malaya,Seats - Indoor,25
2002,98 Lygon Street CARLTON 3053,Lambs Restaurant,Seats - Indoor,60
2002,98 Lygon Street CARLTON 3053,Lambs Restaurant,Seats - Outdoor,12
2002,69 Pelham Street CARLTON 3053,Michelino's Trattoria,Seats - Outdoor,16
2002,"Floor 1, 95 Lygon Street CARLTON 3053",Ipoh Jaya,Seats - Indoor,90
2002,"Ground , 95 Lygon Street CARLTON 3053",Kebab Factory,Seats - Indoor,30
2002,103 Lygon Street CARLTON 3053,Toto's Pizza,Seats - Outdoor,30
2002,121 Lygon Street CARLTON 3053,Flamin' Bull,Seats - Outdoor,14
2002,"Ground , 123 Lygon Street CARLTON 3053",Mercadante Pizza,Seats - Outdoor,26
2002,131 Lygon Street CARLTON 3053,Jive,Seats - Indoor,46
2002,131 Lygon Street CARLTON 3053,Jive,Seats - Outdoor,24
2002,135 Lygon Street CARLTON 3053,Nick's Souvlaki Bar,Seats - Indoor,36
2002,143 Lygon Street CARLTON 3053,Little Pasta House,Seats - Indoor,50
2002,143 Lygon Street CARLTON 3053,Little Pasta House,Seats - Outdoor,22
2002,"Ground , 149 Lygon Street CARLTON 3053",Lambs Restaurant,Seats - Indoor,35
2002,"Ground , 149 Lygon Street CARLTON 3053",Lambs Restaurant,Seats - Outdoor,28
2002,138 Queensberry Street CARLTON 3053,Queens Cafe,Seats - Indoor,18
2002,"Ground , 259 Queensberry Street CARLTON 3053",Red Capsicum,Seats - Indoor,52
2002,"Ground , 55 Cardigan Street CARLTON 3053",The Daily Grind,Seats - Outdoor,12
2002,"Ground , 466 Swanston Street CARLTON 3053",Fishermans Grotto,Seats - Indoor,200
2002,96 Victoria Street CARLTON 3053,Draculas,Seats - Indoor,320
2002,"Part Ground 0, 66-0 Lygon Street CARLTON 3053",Mellow's Restaurant and Bar,Seats - Indoor,40
2002,49 Rathdowne Street CARLTON 3053,Cobbs On Rathdowne,Seats - Indoor,60
2002,133 Dryburgh Street NORTH MELBOURNE 3051,Fat Face Food,Seats - Indoor,16
2002,9 Errol Street NORTH MELBOURNE 3051,The Hot Poppy,Seats - Indoor,20
2002,9 Errol Street NORTH MELBOURNE 3051,The Hot Poppy,Seats - Outdoor,8
2002,69 Errol Street NORTH MELBOURNE 3051,Errol's Pantry Bakehouse,Seats - Indoor,35
2002,69 Errol Street NORTH MELBOURNE 3051,Errol's Pantry Bakehouse,Seats - Outdoor,12
2002,568-0 Queensberry Street NORTH MELBOURNE 3051,Pat's Deli,Seats - Indoor,40
2002,568-0 Queensberry Street NORTH MELBOURNE 3051,Pat's Deli,Seats - Outdoor,4
2002,50 Errol Street NORTH MELBOURNE 3051,Rubicon Cafe Bar Restaurant,Seats - Indoor,50
2002,34 Errol Street NORTH MELBOURNE 3051,The Gourmet Baked Potatoe Cafe,Seats - Outdoor,12
2002,6 Victoria Street NORTH MELBOURNE 3051,Verve Cafe,Seats - Outdoor,8
2002,488 Victoria Street NORTH MELBOURNE 3051,The Peppermint Lounge,Seats - Indoor,30
2002,488 Victoria Street NORTH MELBOURNE 3051,The Peppermint Lounge,Seats - Outdoor,40
2002,260 Victoria Street NORTH MELBOURNE 3051,Tampopo Japanese Restaurant,Seats - Indoor,25
2002,"Ground , 595 Elizabeth Street MELBOURNE 3000",La Makina Cafe,Seats - Outdoor,10
2002,81 Flemington Road NORTH MELBOURNE 3051,Cafe Vagabond,Seats - Indoor,80
2002,81 Flemington Road NORTH MELBOURNE 3051,Cafe Vagabond,Seats - Outdoor,10
2002,"Suite 1, Ground , 89 Flemington Road NORTH MELBOURNE 3051",Avist Cafe,Seats - Outdoor,23
2002,359 Victoria Street WEST MELBOURNE 3003,Amconi,Seats - Indoor,56
2002,70 Rosslyn Street WEST MELBOURNE 3003,Rajah of India,Seats - Indoor,52
2002,223 Victoria Street WEST MELBOURNE 3003,Ruby Red,Seats - Indoor,140
2002,173 Victoria Street WEST MELBOURNE 3003,Nando's,Seats - Indoor,36
2002,173 Victoria Street WEST MELBOURNE 3003,Nando's,Seats - Outdoor,20
2002,477 King Street WEST MELBOURNE 3003,Hungry Boys Cafe,Seats - Outdoor,4
2002,357 Batman Street WEST MELBOURNE 3003,Western Coffee Lounge,Seats - Indoor,28
2002,357 Batman Street WEST MELBOURNE 3003,Western Coffee Lounge,Seats - Outdoor,8
2002,10 Gatehouse Drive KENSINGTON 3031,The Gatehouse Cafe,Seats - Indoor,22
2002,"Ground , 132 Wellington Parade EAST MELBOURNE 3002",Syd's Restaurant,Seats - Indoor,60
2002,"Ground , 82 Wellington Parade EAST MELBOURNE 3002",Star Kingdom Chinese Restaurant,Seats - Indoor,30
2002,80 Wellington Parade EAST MELBOURNE 3002,Wellingtons,Seats - Indoor,12
2002,80 Wellington Parade EAST MELBOURNE 3002,Wellingtons,Seats - Outdoor,6
2002,84 Albert Street EAST MELBOURNE 3002,JQ's Cafe,Seats - Indoor,20
2002,84 Albert Street EAST MELBOURNE 3002,JQ's Cafe,Seats - Outdoor,10
2002,Wellington Parade EAST MELBOURNE 3002,The Pavilion,Seats - Outdoor,30
2002,356 Victoria Parade EAST MELBOURNE 3002,Selby's Restaurant,Seats - Indoor,40
2002,366 Albert Street EAST MELBOURNE 3002,Le Gourmet Restaurant,Seats - Indoor,38
2002,14 Lansdowne Street EAST MELBOURNE 3002,Zio's Ristorante,Seats - Indoor,60
2002,"Ground 1, 478-480 Albert Street EAST MELBOURNE 3002",Albert St Deli,Seats - Indoor,45
2002,"Part Level , 8 Nicholson Street EAST MELBOURNE 3002",Sodhexo Food & Management Services,Seats - Indoor,175
2002,"Basement , 2-6 Parliament Place EAST MELBOURNE 3002",Cafe Tasma,Seats - Outdoor,32
2002,"Part Floor 1, 1 MacArthur Street EAST MELBOURNE 3002",Treasury Cafe Deli,Seats - Outdoor,19
2002,Part 0-0 Batman Avenue MELBOURNE 3004,Delaware North Australia,Seats - Indoor,4920
2002,"Rear Ground , 409 St Kilda Road MELBOURNE 3004",Cafe Fantasia,Seats - Indoor,90
2002,305 City Road SOUTHBANK 3006,McDonald's,Seats - Outdoor,43
2002,"Restaurant , 113 Sturt Street SOUTHBANK 3006",Blakes Feast,Seats - Outdoor,32
2002,"Shop 5, 153 Sturt Street SOUTHBANK 3006",Lotus Garden Chinese Restaurant,Seats - Indoor,60
2002,215 Sturt Street SOUTHBANK 3006,Southside Eatery,Seats - Indoor,200
2002,"Part Ground 0, 100-0 Dorcas Street SOUTHBANK 3006",The Coffee Bean & Tea Cafe,Seats - Indoor,40
2002,"Part Level 5, 100 St Kilda Road SOUTHBANK 3006",Spotless Services,Seats - Indoor,300
2002,3 Southgate Avenue SOUTHBANK 3006,Bear Brass,Seats - Indoor,40
2002,3 Southgate Avenue SOUTHBANK 3006,Bear Brass,Seats - Outdoor,20
2002,3 Southgate Avenue SOUTHBANK 3006,Egusto,Seats - Indoor,120
2002,3 Southgate Avenue SOUTHBANK 3006,Llama Bar,Seats - Indoor,58
2002,"Shop Mr 3, 3 Southgate Avenue SOUTHBANK 3006",Mecca,Seats - Outdoor,40
2002,3 Southgate Avenue SOUTHBANK 3006,Saturne,Seats - Indoor,110
2002,3 Southgate Avenue SOUTHBANK 3006,Scusa Mi Restaurant,Seats - Indoor,50
2002,3 Southgate Avenue SOUTHBANK 3006,Scusa Mi Restaurant,Seats - Outdoor,35
2002,3 Southgate Avenue SOUTHBANK 3006,Simply French,Seats - Indoor,175
2002,3 Southgate Avenue SOUTHBANK 3006,Walters Wine Bar,Seats - Outdoor,150
2002,3 Southgate Avenue SOUTHBANK 3006,Walters Wine & Food Store,Seats - Indoor,30
2002,"Part Ground , 437 St Kilda Road MELBOURNE 3004",Romanis,Seats - Indoor,30
2002,"Part Ground , 499 St Kilda Road MELBOURNE 3004",Cafe Dom - The Granite Bar,Seats - Indoor,170
2002,"Rear Ground , 505 St Kilda Road MELBOURNE 3004",Bite Com Au Pty Ltd,Seats - Indoor,85
2002,"Part Ground , 509 St Kilda Road MELBOURNE 3004",Schwob's Swiss Gourmet Sandwich Bar,Seats - Outdoor,18
2002,"Shop 1, Ground , 517 St Kilda Road MELBOURNE 3004",Cafe Selections,Seats - Outdoor,20
2002,3 Central Boulevard FISHERMANS BEND 3207,Portside Deli,Seats - Indoor,47
2002,3 Central Boulevard FISHERMANS BEND 3207,Portside Deli,Seats - Outdoor,24
2002,"Shop 1, Ground , 8 Whiteman Street SOUTHBANK 3006",Cecconi's,Seats - Outdoor,100
2002,"Shop 28, Ground , 8 Whiteman Street SOUTHBANK 3006",Cervo Cafe Bar,Seats - Outdoor,40
2002,"Shop 41, Ground , 8 Whiteman Street SOUTHBANK 3006",Jasmine,Seats - Indoor,60
2002,"Shop 48, Level 1, 8 Whiteman Street SOUTHBANK 3006",official All Stars Cafe,Seats - Indoor,380
2002,"Shop 10, Ground , 8 Whiteman Street SOUTHBANK 3006",Strega,Seats - Outdoor,35
2002,"Shop 18, Ground , 8 Whiteman Street SOUTHBANK 3006",Zampelis Cafe Greco,Seats - Indoor,200
2002,"Suite 9, Ground , 89 City Road SOUTHBANK 3006",Mi-Mums Bar & Grill,Seats - Outdoor,4
2002,"Ground , 12 Kavanagh Street SOUTHBANK 3006",Fabric Restaurant,Seats - Outdoor,12
2002,Alexandra Avenue MELBOURNE 3004,The Terrace Tea Rooms,Seats - Indoor,200
2002,Alexandra Avenue MELBOURNE 3004,The Terrace Tea Rooms,Seats - Outdoor,75
2002,"Unit 6, 171 Domain Road SOUTH YARRA 3141",Domain Bakery,Seats - Indoor,50
2002,Toorak Road SOUTH YARRA 3141,Cafe Fawkner,Seats - Indoor,12
2002,"Ground , 300 Grattan Street PARKVILLE 3050",Cafe Kaz,Seats - Indoor,300
2002,"Part Level 1, 45-0 MacKenzie Road WEST MELBOURNE 3003",Tony Raso Pty Ltd,Seats - Indoor,40
2002,"Shop 23, 542 Footscray Road WEST MELBOURNE 3003",P Panopoulos,Seats - Indoor,68
2002,"Shop 1, 542 Footscray Road WEST MELBOURNE 3003",Rando's Snack Bar,Seats - Indoor,51
2002,"Shop 77, 542 Footscray Road WEST MELBOURNE 3003",Norm's Cafe,Seats - Indoor,55
2002,450 Footscray Road WEST MELBOURNE 3003,Cafe,Seats - Indoor,37
2002,"Part Level 1, 151 Spencer Street DOCKLANDS 3008",Tracks Cafe,Seats - Indoor,114
2002,140-0 Harbour Esplanade DOCKLANDS 3008,Restaurants,Seats - Indoor,2640
2002,23 Newquay Promenade DOCKLANDS 3008,Achelya Cafe,Seats - Outdoor,18
2002,28 Newquay Promenade DOCKLANDS 3008,Lounge Room,Seats - Indoor,90
2003,"Ground , 485 Flinders Lane MELBOURNE 3000",Cafe Rema,Seats - Indoor,124
2003,"Ground , 485 Flinders Lane MELBOURNE 3000",Cafe Rema,Seats - Outdoor,18
2003,"Part Ground & Floor 1, 452 Flinders Street MELBOURNE 3000",Caffe Masters,Seats - Indoor,132
2003,10 King Street MELBOURNE 3000,Monkey Bar,Seats - Indoor,32
2003,"Part Ground , 389 Market Street MELBOURNE 3000",Kourys Coffee Lounge,Seats - Indoor,43
2003,"Part Ground , 389 Market Street MELBOURNE 3000",Kourys Coffee Lounge,Seats - Outdoor,25
2003,11-15 Elizabeth Street MELBOURNE 3000,McDonald's,Seats - Indoor,130
2003,"Shop , Ground , 17-19 Elizabeth Street MELBOURNE 3000",City Pizza,Seats - Indoor,39
2003,"Part Ground , 325 Flinders Lane MELBOURNE 3000",Food Xchange,Seats - Indoor,49
2003,"Part Ground , 335 Flinders Lane MELBOURNE 3000",Il Valentino,Seats - Indoor,53
2003,"Shop 1, Ground , 300 Flinders Street MELBOURNE 3000",Buffet Brasserie,Seats - Indoor,82
2003,"Shop 1, Ground , 300 Flinders Street MELBOURNE 3000",Buffet Brasserie,Seats - Outdoor,20
2003,"Ground , 359 Queen Street MELBOURNE 3000",Hudsons Coffee,Seats - Indoor,12
2003,"Shop 2, 34 Queen Street MELBOURNE 3000",The Window Cafe,Seats - Outdoor,14
2003,"Basement , 21-27 Queen Street MELBOURNE 3000",Trattoria Italiia,Seats - Indoor,194
2003,5 Flinders Lane MELBOURNE 3000,Piccolo Cafe/bar,Seats - Indoor,14
2003,27-29 Flinders Lane MELBOURNE 3000,Liason Cafe,Seats - Outdoor,28
2003,"Shop 14, 228 Flinders Street MELBOURNE 3000",Sushi Ten,Seats - Indoor,36
2003,9-11 Swanston Street MELBOURNE 3000,McDonald's,Seats - Indoor,163
2003,"Gnd & Flr1 , 15 Swanston Street MELBOURNE 3000",Burger King Australia Pty Limited,Seats - Indoor,185
2003,"Ground , 27 Swanston Street MELBOURNE 3000",KFC,Seats - Outdoor,24
2003,"Ground , 103 Flinders Lane MELBOURNE 3000",Mr Birds Myo,Seats - Indoor,80
2003,"Ground , 24 Russell Street MELBOURNE 3000",Murasaki Japanese Restaurant,Seats - Indoor,70
2003,44-54 Spencer Street MELBOURNE 3000,The Jarra Room,Seats - Indoor,80
2003,"Basement , 386 Collins Street MELBOURNE 3000",Moylans Cafe Restaurant,Seats - Indoor,110
2003,447 Collins Street MELBOURNE 3000,The Moat Coffee Shop,Seats - Outdoor,15
2003,"Ground , 367 Collins Street MELBOURNE 3000",The Competition Cafe,Seats - Indoor,75
2003,"Basement , 55 Elizabeth Street MELBOURNE 3000",E Fifty Five,Seats - Indoor,88
2003,"Ground , 310 Flinders Lane MELBOURNE 3000",Zukini,Seats - Indoor,170
2003,308 Flinders Lane MELBOURNE 3000,Decoy,Seats - Indoor,50
2003,306 Flinders Lane MELBOURNE 3000,Zest Wraps & Smoothies,Seats - Indoor,42
2003,"Shop 5, Ground 0, 227-0 Collins Street MELBOURNE 3000",Curry Lobby,Seats - Indoor,10
2003,"Ground , 274 Collins Street MELBOURNE 3000",La Cream Cafe,Seats - Indoor,80
2003,"Ground , 288 Collins Street MELBOURNE 3000",Schwobs Swiss Gourmet Sandwich Bar,Seats - Indoor,75
2003,"Ground , 288 Collins Street MELBOURNE 3000",Schwobs Swiss Gourmet Sandwich Bar,Seats - Outdoor,25
2003,"Part Ground , 161 Collins Street MELBOURNE 3000",Green Cat Cafe,Seats - Indoor,160
2003,"Shop 15, 161 Collins Street MELBOURNE 3000",Yak,Seats - Indoor,108
2003,189 Collins Street MELBOURNE 3000,Box Cafe Restaurant,Seats - Indoor,90
2003,189 Collins Street MELBOURNE 3000,Box Cafe Restaurant,Seats - Outdoor,10
2003,"Basement , 115-119 Collins Street MELBOURNE 3000",Momo Cafe,Seats - Indoor,55
2003,27 George Parade MELBOURNE 3000,Italy 1,Seats - Indoor,44
2003,"Shop 51, 45 Collins Street MELBOURNE 3000",Cafe 51,Seats - Indoor,45
2003,"Shop 51, 45 Collins Street MELBOURNE 3000",Cafe 51,Seats - Outdoor,21
2003,"Shop 21, 45 Collins Street MELBOURNE 3000",Cafe Great Space,Seats - Outdoor,20
2003,"Shop 54, 45 Collins Street MELBOURNE 3000",Kenzan Japanese Restaurant,Seats - Indoor,80
2003,"Shop 48, 45 Collins Street MELBOURNE 3000",Vivaldi Restaurant,Seats - Indoor,96
2003,"Shop 1, 600 Collins Street MELBOURNE 3000",Sparkling Cafe,Seats - Indoor,44
2003,"Shop 1, 608-610 Collins Street MELBOURNE 3000",J Cs Cafe,Seats - Indoor,25
2003,"Shop 1, 608-610 Collins Street MELBOURNE 3000",J Cs Cafe,Seats - Outdoor,10
2003,577-583 Little Collins Street MELBOURNE 3000,Tatou,Seats - Indoor,120
2003,"Part Ground , 106-120 Little Collins Street MELBOURNE 3000",In Zone Cafe,Seats - Indoor,44
2003,"Part Ground , 106 Little Collins Street MELBOURNE 3000",Virgo's Restaurant,Seats - Indoor,200
2003,"Basement , 8 Bank Place MELBOURNE 3000",La Cantina,Seats - Indoor,85
2003,"Unit 2, Ground , 446-452 Collins Street MELBOURNE 3000",Macchiato On Collins,Seats - Indoor,30
2003,"Shop 3, Ground , 440 Collins Street MELBOURNE 3000",Cafe Saba,Seats - Indoor,34
2003,"Shop 3, Ground , 440 Collins Street MELBOURNE 3000",Cafe Saba,Seats - Outdoor,12
2003,"Part Ground , 440 Collins Street MELBOURNE 3000",Starbucks Coffee Company,Seats - Indoor,60
2003,433 Little Collins Street MELBOURNE 3000,Lucias Restorante,Seats - Indoor,75
2003,"UprGround , 23 Little Collins Street MELBOURNE 3000",Syracuse,Seats - Indoor,70
2003,"UprGround , 23 Little Collins Street MELBOURNE 3000",Syracuse,Seats - Outdoor,12
2003,"Part Ground , 459 Little Collins Street MELBOURNE 3000",Terrace Deli,Seats - Outdoor,15
2003,"Ground , 394 Collins Street MELBOURNE 3000",Gabriel Martin At Treasury,Seats - Indoor,180
2003,10 Little Collins Street MELBOURNE 3000,Nori Nori Sushi & Noodle Bar,Seats - Indoor,45
2003,30 Block Place MELBOURNE 3000,Caffe Cortile,Seats - Indoor,48
2003,30 Block Place MELBOURNE 3000,Caffe Cortile,Seats - Outdoor,14
2003,"Shop 1, 280 Collins Street MELBOURNE 3000",Hopetoun Tea Rooms,Seats - Indoor,54
2003,"Shop 9, 96 Elizabeth Street MELBOURNE 3000",Caffe Duomo,Seats - Outdoor,20
2003,25 Little Collins Street MELBOURNE 3000,Brown Sugar Cafe,Seats - Outdoor,10
2003,33 Little Collins Street MELBOURNE 3000,Cafe Segovia,Seats - Outdoor,16
2003,41-43 Little Collins Street MELBOURNE 3000,Caffe E Biscotti,Seats - Indoor,60
2003,41-43 Little Collins Street MELBOURNE 3000,Caffe E Biscotti,Seats - Outdoor,15
2003,29 Little Collins Street MELBOURNE 3000,Dinkum Pies,Seats - Outdoor,8
2003,"Lot 100, Basement , 91-107 Swanston Street MELBOURNE 3000",Hungry Jack's,Seats - Indoor,150
2003,"Shop 12, 109-117 Swanston Street MELBOURNE 3000",Sleepy Dogs Cafe,Seats - Outdoor,16
2003,"Shop 2, Rear Ground , 182 Collins Street MELBOURNE 3000",Teppenyaki Inn,Seats - Indoor,120
2003,"Shop 5, Ground , 90 Collins Street MELBOURNE 3000",Alfred's Place,Seats - Indoor,80
2003,"Shop 8, 84 Collins Street MELBOURNE 3000",Nauru House Cafe,Seats - Indoor,64
2003,"Part Ground , 20 Collins Street MELBOURNE 3000",Paris End Cafe,Seats - Outdoor,20
2003,8 Collins Street MELBOURNE 3000,Egon's Conditorei Cafe and Bakery,Seats - Outdoor,8
2003,"Level 1, 131 King Street MELBOURNE 3000",Bergerac Restaurant,Seats - Indoor,80
2003,582 Little Collins Street MELBOURNE 3000,St Arnou,Seats - Indoor,101
2003,582 Little Collins Street MELBOURNE 3000,St Arnou,Seats - Outdoor,26
2003,"Shop 20, 121 William Street MELBOURNE 3000",Cafe Diy,Seats - Indoor,94
2003,"Shop 13, 121 William Street MELBOURNE 3000",St James Take Away Food,Seats - Indoor,86
2003,"Part Ground , 575 Bourke Street MELBOURNE 3000",Lure's Gourmet Sandwich Bar,Seats - Outdoor,12
2003,"Part Ground , 140-146 King Street MELBOURNE 3000",Schwob's Swiss,Seats - Indoor,80
2003,"Part Ground , 461 Bourke Street MELBOURNE 3000",Schwobs Gourmet Sandwich Bar,Seats - Indoor,24
2003,"Part Ground , 461 Bourke Street MELBOURNE 3000",Schwobs Gourmet Sandwich Bar,Seats - Outdoor,40
2003,392-396 Little Collins Street MELBOURNE 3000,Cafe Downunder,Seats - Indoor,55
2003,"Ground , 384 Little Collins Street MELBOURNE 3000",Mr Birds Myo,Seats - Outdoor,18
2003,19 McKillop Street MELBOURNE 3000,Stray Kat,Seats - Indoor,52
2003,"Shop 1, 118 Queen Street MELBOURNE 3000",Bar Puccini Cucina,Seats - Indoor,48
2003,"Shop 7, Level 1, 283 Bourke Street MELBOURNE 3000",Centrepoint Coffee Lounge,Seats - Indoor,100
2003,"Shop 15, Basement , 283-297 Bourke Street MELBOURNE 3000",Due Fratelli,Seats - Indoor,50
2003,"Shop 1, Basement , 283-297 Bourke Street MELBOURNE 3000",Hungry Jack's,Seats - Indoor,120
2003,314 Bourke Street MELBOURNE 3000,Cafe E Torta,Seats - Indoor,12
2003,314 Bourke Street MELBOURNE 3000,Cafe E Torta,Seats - Outdoor,20
2003,345 Bourke Street MELBOURNE 3000,Pizza Hut,Seats - Indoor,182
2003,136 Elizabeth Street MELBOURNE 3000,Cafe' On Elizabeth,Seats - Indoor,40
2003,136 Elizabeth Street MELBOURNE 3000,Cafe' On Elizabeth,Seats - Outdoor,9
2003,"Shop 8, 318-322 Little Collins Street MELBOURNE 3000",Quist Danish Coffee Shop (Hub Arcade),Seats - Indoor,30
2003,"Shop 8, 318-322 Little Collins Street MELBOURNE 3000",Quist Danish Coffee Shop (Hub Arcade),Seats - Outdoor,24
2003,"Shop 4, 306 Little Collins Street MELBOURNE 3000",Gordons Cafe-Bar,Seats - Outdoor,18
2003,145 Swanston Street MELBOURNE 3000,Golden Tower Restaurant,Seats - Outdoor,70
2003,201-203 Bourke Street MELBOURNE 3000,KFC,Seats - Indoor,69
2003,"Shop 18, 239 Bourke Street MELBOURNE 3000",Chatter Box - Curry & Noodle Bar,Seats - Outdoor,17
2003,239 Bourke Street MELBOURNE 3000,Delifrance - Bourke Street,Seats - Indoor,100
2003,239 Bourke Street MELBOURNE 3000,Delifrance - Bourke Street,Seats - Outdoor,27
2003,"Shop 3, 239 Bourke Street MELBOURNE 3000",Subway,Seats - Indoor,12
2003,168 Little Collins Street MELBOURNE 3000,Il Bacaro Cucina E Bar,Seats - Indoor,44
2003,146 Swanston Street MELBOURNE 3000,Cucina Gran Turismo,Seats - Outdoor,32
2003,124-126 Bourke Street MELBOURNE 3000,Bistro 1,Seats - Indoor,80
2003,141 Bourke Street MELBOURNE 3000,Centro Citta Restaurant,Seats - Indoor,100
2003,"Ground , 138-144 Bourke Street MELBOURNE 3000",Edoya Restaurant,Seats - Indoor,32
2003,122 Russell Street MELBOURNE 3000,Pizza Napoli,Seats - Indoor,90
2003,23-29 Bourke Street MELBOURNE 3000,Rhumbarallas,Seats - Indoor,150
2003,"Ground , 59-63 Bourke Street MELBOURNE 3000",Spaghetti Tree Restaurant & Coffee Lounge,Seats - Indoor,330
2003,"Ground , 59-63 Bourke Street MELBOURNE 3000",Spaghetti Tree Restaurant & Coffee Lounge,Seats - Outdoor,12
2003,"Part Ground , 620 Bourke Street MELBOURNE 3000",Good 4 U,Seats - Outdoor,16
2003,"Ground , 173 King Street MELBOURNE 3000",Blackjack Fine Foods,Seats - Indoor,40
2003,"Ground , 173 King Street MELBOURNE 3000",Blackjack Fine Foods,Seats - Outdoor,10
2003,185 King Street MELBOURNE 3000,King Jons,Seats - Indoor,47
2003,"Unit 3, Ground , 516-526 Bourke Street MELBOURNE 3000",Le Croissant Bakery Cafe,Seats - Indoor,77
2003,"Shop 10, 500 Bourke Street MELBOURNE 3000",Coco's Take Away,Seats - Outdoor,10
2003,"Ground , 490 Bourke Street MELBOURNE 3000",Cafe Euro Food & Wine Bar,Seats - Outdoor,40
2003,"Ground , 482 Bourke Street MELBOURNE 3000",Mulcahy's Fine Food Cafe,Seats - Indoor,30
2003,"Ground , 482 Bourke Street MELBOURNE 3000",Mulcahy's Fine Food Cafe,Seats - Outdoor,8
2003,"Ground , 472 Bourke Street MELBOURNE 3000",Donatos Licensed Cafe Restaurant,Seats - Indoor,45
2003,"Shop 1, Ground , 471 Little Bourke Street MELBOURNE 3000",Legalities,Seats - Indoor,84
2003,"Ground , 180 William Street MELBOURNE 3000",Illia Cafe,Seats - Indoor,45
2003,410-412 Bourke Street MELBOURNE 3000,Best Cafe,Seats - Outdoor,35
2003,"Basement , 380 Bourke Street MELBOURNE 3000",Bourke's Restaurant,Seats - Indoor,100
2003,"Ground , 361 Little Bourke Street MELBOURNE 3000",Italian Groove,Seats - Indoor,40
2003,369-371 Little Bourke Street MELBOURNE 3000,Seoul Restaurant,Seats - Indoor,90
2003,"Shop 2, Part 393-397 Little Bourke Street MELBOURNE 3000",Segafredo Zanetti,Seats - Indoor,50
2003,"Ground , 174 Queen Street MELBOURNE 3000",Gust Cofetarie,Seats - Outdoor,12
2003,"Ground , 211 Swanston Street MELBOURNE 3000",Yoyogi Japanese Cafe,Seats - Indoor,58
2003,"Shop 7, 236 Bourke Street MELBOURNE 3000",Gloria Jean's Coffees,Seats - Outdoor,12
